Category	Keyword	Web_Page_URL	Tweet_Website	Author_Name	Author_Web_Page_URL	Tweet_Timestamp	Tweet_Content	Tweet_Image_URL	Tweet_Video_URL	Tweet_AD	Tweet_Number_of_Reviews	Tweet_Number_of_Retweets	Retweets	Tweet_Number_of_Likes	Likes	Tweet_Number_of_Looks	looks	Impressions
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/Anlis_327/status/1731150555316449626	AnlisReload	https://twitter.com/Anlis_327	12/3/23	Stream #MONEY by #LISA on youtubehttp://youtu.be/dNCWe_6HAM8		https://twitter.com/Anlis_327/status/1731150555316449626	FALSE	1	29	29	49	49	990.00	99000	78.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/CarrollJennifer/status/1731749634186350917	Jennifer Carroll MacNeill TDReload	https://twitter.com/CarrollJennifer	12/4/23	Honoured to address COP28 as a representative of Ireland on the first health day in the history of the summithttps://m.independent.ie/videos/jennifer-carroll-macneill-addresses-cop28/a1124419382.html…#finance #COP28 #cop28uae		https://twitter.com/CarrollJennifer/status/1731749634186350917	FALSE	93	14	14	64	64	14K	14000	78.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/BeyondTrading07/status/1732319240093643169	DARK HORSE OF STOCK MARKET	https://twitter.com/BeyondTrading07	12/6/23	Which #Stocks On Your Radar Guys For Tomorrow ??Bullish Bearish Both #StocksToBuy #stock #StockToWatch		https://twitter.com/BeyondTrading07/status/1732319240093643169	FALSE	69	5	5	72	72	27K	27000	77.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/ShortTermStock1/status/1730944298860810443	Short To Mid Term	https://twitter.com/ShortTermStock1	12/2/23	WHICH BREAKOUT STOCKS ON YOUR RADAR GUYS ??#STOCKS #BREAKOUTSTOCKS		https://twitter.com/ShortTermStock1/status/1730944298860810443	FALSE	67	3	3	73	73	30K	30000	76.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/wealth_creator9/status/1731715944500867368	The Wealth Creator Company	https://twitter.com/wealth_creator9	12/4/23	#stocks to keep an for tomorrow This is not a recommendation for trading. Please don't trade blindly.Shriram Properties LtdPrestige Estates Projects LimitedCesc LimitedInox Wind Energy LtdMunjal Auto Industries LimitedEmami Realty LtdBharat Electronics Limited360…		https://twitter.com/wealth_creator9/status/1731715944500867368	FALSE		13	13	63	63	8.5K	85000	76.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/KryptoKarnivore/status/1731595125888070035	Suzy 𐤊Kumo 𐤊 | |	https://twitter.com/KryptoKarnivore	12/4/23	Massive achievement that will not stop here!$KASPA #SILVER #MONEY	https://pbs.twimg.com/profile_images/1676240047958548480/un24rEon_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f49a.svg;https://abs-0.twimg.com/emoji/v2/svg/1fa9d.svg;https://abs-0.twimg.com/emoji/v2/svg/1f3f4-200d-2620-fe0f.svg;https://pbs.twimg.com/media/GAfUB0GbYAAdnt3?format=jpg&name=900x900	https://twitter.com/KryptoKarnivore/status/1731595125888070035	FALSE		9	9	65	65	1.5K	15000	74.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1732279334419976534	JustDario Financelot	https://twitter.com/DarioCpx	12/6/23	He is right, as a matter of fact #stocks prices are representative of anything but the real economy I would also add, whoever is invested in US #stocks right now better be familiar with the concept of “mean reversion”	https://pbs.twimg.com/profile_images/1699959819510091776/mPAXuBSB_mini.jpg;https://pbs.twimg.com/media/GApKI9HW8AA-7Tu?format=jpg&name=small	https://twitter.com/DarioCpx/status/1732279334419976534	FALSE	4	6	6	67	67	5.6K	56000	73.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/CHENLI_327/status/1732424459334865352	CHENLI_327	https://twitter.com/CHENLI_327	12/6/23	Although I have been very busy at work recently, every night when I go to bed, I will save my account on stationhead and start a night-long streaming party. I want to praise myself: Well done!#LISA #LALISA #MONEY	https://pbs.twimg.com/media/GArO3B3bgAAWxvk?format=jpg&name=small;https://pbs.twimg.com/media/GArO3WqasAADIX9?format=jpg&name=small	https://twitter.com/CHENLI_327/status/1732424459334865352	FALSE	1	19	19	54	54	1.9K	19000	73.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/AndreaMcCarren/status/1731796999358275591	Andrea McCarrenReload	https://twitter.com/AndreaMcCarren	12/4/23	How brilliant are Alfred and Armand?! So smart they know that @PenFed has great rates for everyone! #money #finance		https://twitter.com/AndreaMcCarren/status/1731796999358275591	FALSE	5	6	6	66	66	1.3K	13000	72.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/riseupforrights/status/1731914582988370325	Rise UP For Rights ® Reload	https://twitter.com/riseupforrights	12/5/23	Shame #Shame @blrcitytraffic is under #pressure by #SVN #school.!?--It seems that #Hennur #traffic police are worried about #monthly expenses; which can be stopped by SVN School! --Is this called #influence or #Money power?		https://twitter.com/riseupforrights/status/1731914582988370325	FALSE	18	22	22	48	48	9.5K	95000	70.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1731765326939918770	Capital Hungry	https://twitter.com/Capital_Hungry	12/4/23	U.S. TREASURY'S YELLEN TO TRAVEL TO MEXICO THIS WEEK TO DEEPEN COOPERATION TO COMBAT ILLICIT FINANCE AND DRUG TRAFFICKING INCLUDING FENTANYL -U.S. TREASURY OFFICIAL #News #Markets #US #FINANCE #MEXICO #live		https://twitter.com/Capital_Hungry/status/1731765326939918770	FALSE	21	32	32	38	38	791.00	79100	70.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/bricstechnology/status/1730466978006290521	Brics TechnologyReload	https://twitter.com/bricstechnology	12/1/23	BRICS COIN WINNING THE UTILITY GROWTH RACEINVEST NOW: https://bricstechnology.io/register#CryptoCommunity #CryptoNews #BRICS #BRC #growth #utility #brazil #china #russia #India #investing #finance #CZ #Elonmusk #altcoins #investnow		https://twitter.com/bricstechnology/status/1730466978006290521	FALSE	32	29	29	40	40	950.00	95000	69.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1731624904812851220	Capital Hungry	https://twitter.com/Capital_Hungry	12/4/23	UK FINANCE MINISTER JEREMY HUNT: WE DO NOT WANT DECLINING PUBLIC INVESTMENT #News #Markets #FINANCE #MINISTER #live		https://twitter.com/Capital_Hungry/status/1731624904812851220	FALSE	19	31	31	37	37	875.00	87500	68.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/mybookmojo/status/1732655500188328328	Mybookmojo	https://twitter.com/mybookmojo	12/7/23	RSI Trendline Breakout Strategy!Learn & Practice.#stocks #trading #investing	https://pbs.twimg.com/media/GAugxsNaAAAUE68?format=jpg&name=small	https://twitter.com/mybookmojo/status/1732655500188328328	FALSE		12	12	55	55	1.4K	14000	67.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/Anlis_327/status/1731547040067571819	AnlisReload	https://twitter.com/Anlis_327	12/4/23	Stream #MONEY by #LISA on youtubehttp://youtu.be/dNCWe_6HAM8?si…		https://twitter.com/Anlis_327/status/1731547040067571819	FALSE		25	25	42	42	1.1K	11000	67.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1732386423137771984	Capital Hungry	https://twitter.com/Capital_Hungry	12/6/23	BRAZIL'S FINANCE MINISTRY OFFICIAL PINTO SAYS GOVT INTENDS TO EXTEND PROGRAM'S DEADLINE IN 3 MONTHS #News #Markets #FINANCE #BRAZIL #live		https://twitter.com/Capital_Hungry/status/1732386423137771984	FALSE	21	31	31	36	36	638.00	63800	67.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/mybookmojo/status/1729719836064760120	Mybookmojo	https://twitter.com/mybookmojo	11/29/23	How to Spot Trends!Learn & Practice.#stocks #trading #investing	https://pbs.twimg.com/media/F-eQ8mhboAAuQWb?format=png&name=small	https://twitter.com/mybookmojo/status/1729719836064760120	FALSE		8	8	59	59	2.5K	25000	67.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1730508794306965654	JustDario Expound the profound-Cut'n thru bs 1 layer @a time	https://twitter.com/DarioCpx	12/1/23	The beauty of running the same (#Geode ?) systematic algorithm all over #stocks	https://pbs.twimg.com/profile_images/1712736342025871360/uqF4Rttl_mini.jpg;https://pbs.twimg.com/media/GAP_CqebkAAi8Ke?format=jpg&name=240x240;https://pbs.twimg.com/media/GAP_Ss1awAEloVT?format=jpg&name=360x360	https://twitter.com/DarioCpx/status/1730508794306965654	FALSE	3	10	10	57	57	5.6K	56000	67.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/mybookmojo/status/1732050354634916166	MybookmojoReload	https://twitter.com/mybookmojo	12/5/23	Entry Plan After Breakout!Follow @mybookmojo for much learning!#stocks #trading #investing		https://twitter.com/mybookmojo/status/1732050354634916166	FALSE	1	12	12	54	54	3.3K	33000	66.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/bricstechnology/status/1731912858106225057	Brics Technology	https://twitter.com/bricstechnology	12/5/23	At #BRICS COINWe Believe in Empowering People to Take Control of their own FinancesPRE-SALE LIVEINVEST NOW: https://bricstechnology.io/register#cryptocurrency #Crypto #presale #ICO #Finance #BRC20 #Bitcoin #BitcoinETF #tokens #investing #TRON #Binance #altcoins #AirdropAlert	https://pbs.twimg.com/media/GAj8n3Xa8AAySGC?format=jpg&name=small	https://twitter.com/bricstechnology/status/1731912858106225057	FALSE	21	28	28	37	37	2.8K	28000	65.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1732207242173149507	Capital Hungry	https://twitter.com/Capital_Hungry	12/6/23	CHINA FINANCE MINISTRY: SOCIAL SECURITY FUND WILL MAKE DIRECT AND PRIVATE EQUITY INVESTMENT WITH STRICT RISK CONTROL #News #Markets #CHINA #FINANCE #live		https://twitter.com/Capital_Hungry/status/1732207242173149507	FALSE	16	30	30	35	35	588.00	58800	65.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/calev_i24/status/1731958559594762636	Calev Ben-DavidReload	https://twitter.com/calev_i24	12/5/23	Did #Hamas `make a killing' in financial markets by shorting #Israeli #stocks ahead of Oct. 7 attack? Eco expert Alex Coman & @calev_i24 examine the possible plot on @i24NEWS_EN #IsraelHamasWar		https://twitter.com/calev_i24/status/1731958559594762636	FALSE	30	26	26	39	39	5.3K	53000	65.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1731945515141460403	Capital Hungry	https://twitter.com/Capital_Hungry	12/5/23	INDONESIA ISLAMIC T-BILLS MATURING IN JUNE 2024 WEIGHTED AVG YIELD AT 6.25000% -FINANCE MINISTRY #News #Markets #FINANCE #INDONESIA #live		https://twitter.com/Capital_Hungry/status/1731945515141460403	FALSE	18	28	28	35	35	531.00	53100	63.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/AmeySankhala/status/1730058632610648169	Amey Sankhala	https://twitter.com/AmeySankhala	11/30/23	#IOCShared at 76 now near the first target.A clean decisive change in character..Looking solid for mid-term/long-term holding now.Personally playing for max here!Targets 155/200/250Like, retweet for wider reach!#stockmarketindia #stocks #nifty50 #banknifty #trading	https://pbs.twimg.com/media/GAJnJ2yagAA1ne5?format=jpg&name=small	https://twitter.com/AmeySankhala/status/1730058632610648169	FALSE	3	9	9	54	54	4.1K	41000	63.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/winwinS88/status/1731641961432682842	winS ReloadMTV	https://twitter.com/winwinS88	12/4/23	My love,#LISA #LALISA #MONEY #리사		https://twitter.com/winwinS88/status/1731641961432682842	FALSE		18	18	43	43	1.4K	14000	61.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/MHiesboeck/status/1731990181182361730	Dr Martin HiesboeckReload	https://twitter.com/MHiesboeck	12/5/23	If you are a #finance expert this is really weird and bullish. Why does Blackrock need seed investment. They spend that on a dinner The world’s largest asset manager, @BlackRock, received $100,000 in seed funding from an unknown investor for its spot #Bitcoin…		https://twitter.com/MHiesboeck/status/1731990181182361730	FALSE	8	10	10	51	51	6.9K	69000	61.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/Anlis_327/status/1731309276319346891	AnlisReload	https://twitter.com/Anlis_327	12/3/23	Stream #MONEY by #LISA on youtube http://youtu.be/dNCWe_6HAM8		https://twitter.com/Anlis_327/status/1731309276319346891	FALSE		20	20	40	40	1.2K	12000	60.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1732242728468017260	Capital Hungry	https://twitter.com/Capital_Hungry	12/6/23	CHINA FINANCE MINISTRY AUCTIONS 3-YEAR BONDS AT 2.4718 PCT YIELD - TRADERS #News #Markets #TRADE #CHINA #BOND #FINANCE #live		https://twitter.com/Capital_Hungry/status/1732242728468017260	FALSE	20	28	28	31	31	830.00	83000	59.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1732400511368790499	Capital Hungry	https://twitter.com/Capital_Hungry	12/6/23	SAUDI ARABIA PUBLIC DEBT FORECAST AT 1.103 TRILLION RIYALS, OR 25.9% OF GDP IN 2024 - FINANCE MINISTRY #News #Markets #DEBT #FINANCE #SAUDI #live		https://twitter.com/Capital_Hungry/status/1732400511368790499	FALSE	19	29	29	30	30	762.00	76200	59.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/M36_ng/status/1731690630047314172	M36	https://twitter.com/M36_ng	12/4/23	December is here, bringing with it the magic of the holidays and the perfect opportunity to sleigh your financial goals. #M36 #finance #wealth #financialwellness #growth #christmas2023 #celebrations	https://pbs.twimg.com/media/GAgzcHEW0AAKssL?format=jpg&name=small	https://twitter.com/M36_ng/status/1731690630047314172	FALSE	1	29	29	30	30	293.00	29300	59.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/quakes99/status/1732423873466097937	John Quakes	https://twitter.com/quakes99	12/6/23	Surging #Uranium prices generate windfall for Yellow Cake $YCA #investing #mining #stocks #Nuclear #CarbonFree 24/7 #CleanEnergy #NetZero #NuclearRenaissance #EnergyTransition #EnergySecurity	https://pbs.twimg.com/card_img/1732359812560666625/OrOz_V-l?format=jpg&name=small	https://twitter.com/quakes99/status/1732423873466097937	FALSE	3	6	6	53	53	4.4K	44000	59.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/mybookmojo/status/1731335812674166943	Mybookmojo	https://twitter.com/mybookmojo	12/3/23	Ascending Base Pattern!Learn & Practice.#stocks #trading #investing	https://pbs.twimg.com/media/GAbwmrFa8AA1Mo7?format=png&name=small	https://twitter.com/mybookmojo/status/1731335812674166943	FALSE	1	12	12	47	47	2.2K	22000	59.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/PLTRs_Palantir/status/1730229205835653401	PLTRs_PalantirPLTRs_Palantir	https://twitter.com/PLTRs_Palantir	11/30/23	$PLTR 7 patents awarded for the last day of November! Long & Strong. Karpe Diem. #pltr #palantir #pili #AI #data #AR #VR #JADC2 #fedstart #IL6 #stocks #investing	https://pbs.twimg.com/media/GAMCSm5X0AMtKqK?format=jpg&name=360x360;https://pbs.twimg.com/media/GAMCSm4XgAA9X0C?format=jpg&name=360x360;https://pbs.twimg.com/media/GAMCSmyXgAAvQaE?format=jpg&name=360x360;https://pbs.twimg.com/media/GAMCSmzWgAE3Wvw?format=jpg&name=360x360;https://pbs.twimg.com/profile_images/1546174839311974402/nETkSXEV_mini.jpg	https://twitter.com/PLTRs_Palantir/status/1730229205835653401	FALSE	5	5	5	53	53	4.8K	48000	58.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/LR040694/status/1732145754725331189	LR	https://twitter.com/LR040694	12/5/23	This is $mong today, at this point it doesn't even have to hit the #ATH for you to get multiple Xs on your #money I'm not the one to tell you what to do but in a few months this will get out of control and you'll see what I'm talking about $mong	https://pbs.twimg.com/media/GAnRYnzXMAA2N4B?format=jpg&name=small	https://twitter.com/LR040694/status/1732145754725331189	FALSE	3	12	12	45	45	779.00	77900	57.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/SpicyCapitalVC/status/1731448239746900104	Spicy Capital	https://twitter.com/SpicyCapitalVC	12/3/23	Partner's Spotlight YouTube PremiereWatch it Here: https://youtu.be/MT1HH3k_clkJoin us for an engaging conversation with Stefan Rust as he dives into the world of Truflation! Monday, December 4, 202310:00 AM (UTC)#BitcoinETF #Inflation #truflation #crypto #finance…	https://pbs.twimg.com/card_img/1731447713206603776/rTow5GMP?format=jpg&name=240x240	https://twitter.com/SpicyCapitalVC/status/1731448239746900104	FALSE	14	27	27	30	30	6.2K	62000	57.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/allimadi/status/1729889985791238379	allimadiBOBI WINE	https://twitter.com/allimadi	11/29/23	Kind of pain #Kleptocrat @KagutaMuseveni's #Finance minister @PPouyanne @TotalEnergies can't relate to, pumping billions of shareholders' dollars & propping certified killer's regime Let's remind him until beloved #Uganda is #Liberated	https://pbs.twimg.com/media/GAHNxYKWkAAqfwp?format=jpg&name=small;https://pbs.twimg.com/profile_images/1676286365934166024/ONePpU_R_mini.jpg;https://pbs.twimg.com/media/F_3g0R5X0AAk3We?format=jpg&name=120x120;https://pbs.twimg.com/media/F_3g1r8WUAArJpK?format=jpg&name=120x120;https://pbs.twimg.com/media/F_3g2i1W4AApWZu?format=jpg&name=120x120;https://pbs.twimg.com/media/F_3g3axWQAAMwSl?format=jpg&name=120x120	https://twitter.com/allimadi/status/1729889985791238379	FALSE	2	28	28	29	29	728.00	72800	57.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/JoelVazquez_816/status/1730880352250401012	Joel Vazquez	https://twitter.com/JoelVazquez_816	12/2/23	Internet Computer ( $ICP )#ckBTC The world's most secure #Bitcoin is experiencing an upward trend.#ckBTC #ICPArmy #ICP #internetcomputer #Bitcoin  #markets #trading #spx $spy #trading $vix #cryptocurrency #investing #finance	https://pbs.twimg.com/media/GAVSgdnWIAAzDFc?format=jpg&name=900x900	https://twitter.com/JoelVazquez_816/status/1730880352250401012	FALSE	5	5	5	51	51	1.6K	16000	56.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1732666264357576962	Capital Hungry	https://twitter.com/Capital_Hungry	12/7/23	CHINA FINANCE MINISTRY: TO REOPEN 115 BLN YUAN 5-YEAR BONDS ON DEC 14 #News #Markets #CHINA #YUAN #BOND #FINANCE #live		https://twitter.com/Capital_Hungry/status/1732666264357576962	FALSE	20	27	27	27	27	474.00	47400	54.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/BetaMoroney/status/1731677086333468971	Tony Moroney	https://twitter.com/BetaMoroney	12/4/23	Addressing the Fear of #GenerativeAI in #Autonomous #Finance - @Forbes https://forbes.com/sites/sap/2023/12/04/addressing-the-fear-of-generative-ai-in-autonomous-finance/?sh=5ad4ff0e1da3…#ai #artificalintelligence #LLMs #DigitalTransformation #CES #CES2024 @IanLJones98 @Shi4Tech @lyakovet @IngridVasiliu @dinisguarda @FrRonconi @DeepLearn007 @avrohomg @bimedotcom…	https://pbs.twimg.com/media/GAgmKfwWkAAGqUR?format=jpg&name=small;https://abs-0.twimg.com/emoji/v2/svg/1f1eb-1f1f7.svg;https://abs-0.twimg.com/emoji/v2/svg/1f1ea-1f1fa.svg;https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1e6.svg	https://twitter.com/BetaMoroney/status/1731677086333468971	FALSE	2	25	25	29	29	1.4K	14000	54.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/Erikr250/status/1732352910497829126	ERIC BRAVE	https://twitter.com/Erikr250	12/6/23	#Love could be better if no #money was involved! A mafaranga yarabizambije!	https://pbs.twimg.com/media/GAqNxXCXEAArsdC?format=jpg&name=small	https://twitter.com/Erikr250/status/1732352910497829126	FALSE	5	22	22	32	32	656.00	65600	54.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Capital_Hungry/status/1732405041871417720	Capital Hungry	https://twitter.com/Capital_Hungry	12/6/23	SAUDI ARABIA ESTIMATES OIL REVENUES AT 752 BILLION RIYAL IN 2023 - FINANCE MINISTRY #News #Markets #OIL #FINANCE #SAUDI #live		https://twitter.com/Capital_Hungry/status/1732405041871417720	FALSE	17	27	27	27	27	855.00	85500	54.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/kevin83052493/status/1732525661066063965	POSITIVE&NEGATIVE	https://twitter.com/kevin83052493	12/6/23	#MMTLP $MMTLP #MMAT #FNGR #GTII #AMC #GME #GNS #markets #STOCKS #FINRAFRAUD #Fraud HOW MANY TRADERS SEE THESE SIGNALS ON LEVEL 2 DATA??? Please #REPOST	https://pbs.twimg.com/media/GAsq5-xWYAAkhqu?format=jpg&name=small	https://twitter.com/kevin83052493/status/1732525661066063965	FALSE	1	22	22	31	31	915.00	91500	53.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/JournalistRaza/status/1732301594107207959	The GeographicReload	https://twitter.com/JournalistRaza	12/6/23	World Biggest Human Hairs Business in #INDIA !#Pakistan #Hairbusiness #Economy #PTI #ducky #Bollywood #HaniaAamir #Money #UAE #Dubai #women #moyemoye		https://twitter.com/JournalistRaza/status/1732301594107207959	FALSE	57	2	2	51	51	4K	4000	53.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/ApexProfiters/status/1732596574079832099	ApexProfiters	https://twitter.com/ApexProfiters	12/7/23	Shill me your projects. Comment/Links below.#shill #Bitcoin #Crypto #money $BTC $BNB $AVAX $DOGE		https://twitter.com/ApexProfiters/status/1732596574079832099	FALSE	11	8	8	45	45	2.6K	26000	53.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/BeyondTrading07/status/1730506816956874852	DARK HORSE OF STOCK MARKET	https://twitter.com/BeyondTrading07	12/1/23	Which #Stocks On Your Radar Guys For Next Week ??Bullish Bearish Both #StocksToBuy #stock #StockToWatch		https://twitter.com/BeyondTrading07/status/1730506816956874852	FALSE	46	1	1	52	52	17K	17000	53.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/NobleViking19/status/1732367321312719358	Elephant Money Investor	https://twitter.com/NobleViking19	12/6/23	The biggest story of 2023 is the BROKEN MONEY SYSTEM. The only way out is via a SOUND MONEY SYSTEM. Crypto is leading the way. Get in position ASAP! I’m all in on #ElephantMoney a.k.a “the #Bitcoin of DeFi.” LFG in 2024!! #BNB #BSCGems #DEFI #Money	https://pbs.twimg.com/media/GAqa5fKWUAAVzU_?format=jpg&name=360x360	https://twitter.com/NobleViking19/status/1732367321312719358	FALSE	3	18	18	33	33	520.00	52000	51.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/NaNaLee0327/status/1732439801763451242	lalalilfamily✧✧fan account	https://twitter.com/NaNaLee0327	12/6/23	i miss you so much #LALISA #LISA #MONEY#SG #SHOONG	https://pbs.twimg.com/media/GArc0Z6a8AArspC?format=jpg&name=900x900	https://twitter.com/NaNaLee0327/status/1732439801763451242	FALSE		18	18	33	33	1.1K	11000	51.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/AmeySankhala/status/1732312802348712167	Amey Sankhala	https://twitter.com/AmeySankhala	12/6/23	#SPICPotential Multibagger?Stuck in a range for about 23 years..Ready to fire above 80.Targets 100/125/180/200/230/300/330Like, retweet for wider reach!#stockmarketindia #stocks #nifty50 #banknifty #trading #investing #optiontrading	https://pbs.twimg.com/media/GAppNO-aYAAzEFC?format=jpg&name=small	https://twitter.com/AmeySankhala/status/1732312802348712167	FALSE	8	10	10	40	40	2.5K	25000	50.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/mybookmojo/status/1732640302639489131	Mybookmojo	https://twitter.com/mybookmojo	12/7/23	Best Trading Strategies!Learn & Practice.#stocks #trading #investing	https://pbs.twimg.com/media/GAuTCf4bYAA0WBy?format=jpg&name=small	https://twitter.com/mybookmojo/status/1732640302639489131	FALSE	1	8	8	41	41	1.4K	14000	49.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1732534005982199922	JustDario JustDario Reload	https://twitter.com/DarioCpx	12/6/23	I just woke up in HK and reading post and comments from overnight in US after #stocks trading I see this post was quite timely	https://pbs.twimg.com/profile_images/1718247730001375232/7AaHlGTe_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f3ca-200d-2642-fe0f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg	https://twitter.com/DarioCpx/status/1732534005982199922	FALSE	1	5	5	43	43	4.2K	42000	48.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sharemarket_ipo/status/1731913610975379593	Share Market IPO	https://twitter.com/sharemarket_ipo	12/5/23	#Adani #group #stocks on Fire	https://pbs.twimg.com/media/GAj-QDTaEAAwWsW?format=jpg&name=small	https://twitter.com/sharemarket_ipo/status/1731913610975379593	FALSE	1	3	3	45	45	2.2K	22000	48.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/ApexProfiters/status/1732597604913934483	ApexProfitersBSC Gems Alert	https://twitter.com/ApexProfiters	12/7/23	This could be an interesting new AI Trading Program.#stocks #ETH $ETH #BNB $BSC #CryptoGems #Crypto	https://pbs.twimg.com/profile_images/1586854802645983233/kK43AUOv_mini.png;https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg;https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg;https://pbs.twimg.com/media/GAsRKRXXIAAkTRk?format=jpg&name=small	https://twitter.com/ApexProfiters/status/1732597604913934483	FALSE	3	8	8	39	39	1.4K	14000	47.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/JosephLMazzella/status/1731515942729871410	Joe MazzellaReload	https://twitter.com/JosephLMazzella	12/4/23	Weekend Analysis: $RIG#stocks #trading #market #stockmarket #investing #energy #Oil #Gas		https://twitter.com/JosephLMazzella/status/1731515942729871410	FALSE	5	10	10	37	37	11K	11000	47.00
